observed_taxon_unit,observed_cd_nom,observed_label,observed_genus,observed_family,cd_ref,accepted_name,genus,family,match_method,in_regional_pool,override_note,n_regional_candidates,n_alternative_candidates,has_alternative_candidate,assemblage_id
species:cdnom:304684,304684,Theridion uhligi,Theridion,Theridiidae,304684,Theridion uhligi,Theridion,Theridiidae,cd_nom_alias,TRUE,NA,21,20,TRUE,araneae_pitfall
species:cdnom:457386,457386,Thanatus arenarius,Thanatus,Philodromidae,457386,Thanatus arenarius,Thanatus,Philodromidae,cd_nom_alias,TRUE,NA,11,10,TRUE,araneae_pitfall
species:cdnom:2015,2015,Phlegra fasciata,Phlegra,Salticidae,2015,Phlegra fasciata,Phlegra,Salticidae,cd_nom_alias,TRUE,NA,3,2,TRUE,araneae_pitfall
species:cdnom:233427,233427,Zelotes thorelli,Zelotes,Gphosidae,233427,Zelotes thorelli,Zelotes,Gnaphosidae,cd_nom_alias,TRUE,NA,36,35,TRUE,araneae_pitfall
species:cdnom:233246,233246,Liophrurillus flavitarsis,Liophrurillus,Phrurolithidae,233246,Liophrurillus flavitarsis,Liophrurillus,Phrurolithidae,cd_nom_alias,TRUE,NA,1,0,FALSE,araneae_pitfall
species:cdnom:233281,233281,Harpactea arguta,Harpactea,Dysderidae,NA,Harpactea arguta,Harpactea,Dysderidae,unmatched,FALSE,NA,6,5,TRUE,araneae_pitfall
species:cdnom:233782,233782,Tenuiphantes herbicola,Tenuiphantes,Linyphiidae,233782,Tenuiphantes herbicola,Tenuiphantes,Linyphiidae,cd_nom_alias,TRUE,NA,10,9,TRUE,araneae_pitfall
species:cdnom:233713,233713,Panamomops sulcifrons,Panamomops,Linyphiidae,233713,Panamomops sulcifrons,Panamomops,Linyphiidae,cd_nom_alias,TRUE,NA,3,2,TRUE,araneae_pitfall
species:cdnom:1882,1882,Pisaura mirabilis,Pisaura,Pisauridae,1882,Pisaura mirabilis,Pisaura,Pisauridae,cd_nom_alias,TRUE,NA,2,1,TRUE,araneae_pitfall
species:cdnom:233885,233885,Pardosa paludicola,Pardosa,Lycosidae,233885,Pardosa paludicola,Pardosa,Lycosidae,cd_nom_alias,TRUE,NA,39,38,TRUE,araneae_pitfall
species:cdnom:233827,233827,Walckenaeria acuminata,Walckenaeria,Linyphiidae,233827,Walckenaeria acuminata,Walckenaeria,Linyphiidae,cd_nom_alias,TRUE,NA,25,24,TRUE,araneae_pitfall
species:cdnom:1777,1777,Agroeca inopina,Agroeca,Liocranidae,1777,Agroeca inopina,Agroeca,Liocranidae,cd_nom_alias,TRUE,NA,6,5,TRUE,araneae_pitfall
species:cdnom:1904,1904,Arctosa perita,Arctosa,Lycosidae,1904,Arctosa perita,Arctosa,Lycosidae,cd_nom_alias,TRUE,NA,15,14,TRUE,araneae_pitfall
species:cdnom:233831,233831,Walckenaeria capito,Walckenaeria,Linyphiidae,233831,Walckenaeria capito,Walckenaeria,Linyphiidae,cd_nom_alias,TRUE,NA,25,24,TRUE,araneae_pitfall
species:cdnom:1002034,1002034,Marinarozelotes fuscipes,Marinarozelotes,Gphosidae,1002034,Marinarozelotes fuscipes,Marinarozelotes,Gnaphosidae,cd_nom_alias,TRUE,NA,5,4,TRUE,araneae_pitfall
species:cdnom:233568,233568,Erigonoplus justus,Erigonoplus,Linyphiidae,233568,Erigonoplus justus,Erigonoplus,Linyphiidae,cd_nom_alias,TRUE,NA,4,3,TRUE,araneae_pitfall
species:cdnom:233516,233516,Dicymbium tibiale,Dicymbium,Linyphiidae,233516,Dicymbium tibiale,Dicymbium,Linyphiidae,cd_nom_alias,TRUE,NA,3,2,TRUE,araneae_pitfall
species:cdnom:233750,233750,Savignia frontata,Savignia,Linyphiidae,233750,Savignia frontata,Savignia,Linyphiidae,cd_nom_alias,TRUE,NA,3,2,TRUE,araneae_pitfall
species:cdnom:1334,1334,Robertus neglectus,Robertus,Theridiidae,1334,Robertus neglectus,Robertus,Theridiidae,cd_nom_alias,TRUE,NA,8,7,TRUE,araneae_pitfall
species:cdnom:1709,1709,Micrommata virescens,Micrommata,Sparassidae,1709,Micrommata virescens,Micrommata,Sparassidae,cd_nom_alias,TRUE,NA,3,2,TRUE,araneae_pitfall
species:cdnom:1709,1709,Micrommata virescens,Micrommata,Sparassidae,1709,Micrommata virescens,Micrommata,Sparassidae,cd_nom_alias,TRUE,NA,3,2,TRUE,araneae_pitfall
species:cdnom:1204,1204,Zelotes latreillei,Zelotes,Gphosidae,1204,Zelotes latreillei,Zelotes,Gnaphosidae,cd_nom_alias,TRUE,NA,36,35,TRUE,araneae_pitfall
species:cdnom:1933,1933,Pardosa nigriceps,Pardosa,Lycosidae,1933,Pardosa nigriceps,Pardosa,Lycosidae,cd_nom_alias,TRUE,NA,39,38,TRUE,araneae_pitfall
species:cdnom:1756,1756,Zora parallela,Zora,Miturgidae,1756,Zora parallela,Zora,Miturgidae,cd_nom_alias,TRUE,NA,7,6,TRUE,araneae_pitfall
species:cdnom:1778,1778,Agroeca lusatica,Agroeca,Liocranidae,1778,Agroeca lusatica,Agroeca,Liocranidae,cd_nom_alias,TRUE,NA,6,5,TRUE,araneae_pitfall
species:cdnom:1500,1500,Sintula retroversus,Sintula,Linyphiidae,1500,Sintula retroversus,Sintula,Linyphiidae,cd_nom_alias,TRUE,NA,2,1,TRUE,araneae_pitfall
species:cdnom:1647,1647,Xysticus erraticus,Xysticus,Thomisidae,1647,Xysticus erraticus,Xysticus,Thomisidae,cd_nom_alias,TRUE,NA,25,24,TRUE,araneae_pitfall
species:cdnom:1205,1205,Zelotes longipes,Zelotes,Gphosidae,1205,Zelotes longipes,Zelotes,Gnaphosidae,cd_nom_alias,TRUE,NA,36,35,TRUE,araneae_pitfall
species:cdnom:233726,233726,Pelecopsis radicicola,Pelecopsis,Linyphiidae,233726,Pelecopsis radicicola,Pelecopsis,Linyphiidae,cd_nom_alias,TRUE,NA,10,9,TRUE,araneae_pitfall
species:cdnom:233829,233829,Walckenaeria antica,Walckenaeria,Linyphiidae,233829,Walckenaeria antica,Walckenaeria,Linyphiidae,cd_nom_alias,TRUE,NA,25,24,TRUE,araneae_pitfall
species:cdnom:233529,233529,Diplocephalus latifrons,Diplocephalus,Linyphiidae,233529,Diplocephalus latifrons,Diplocephalus,Linyphiidae,cd_nom_alias,TRUE,NA,13,12,TRUE,araneae_pitfall
species:cdnom:233844,233844,Walckenaeria monoceros,Walckenaeria,Linyphiidae,233844,Walckenaeria monoceros,Walckenaeria,Linyphiidae,cd_nom_alias,TRUE,NA,25,24,TRUE,araneae_pitfall
species:cdnom:233894,233894,Trochosa hispanica,Trochosa,Lycosidae,233894,Trochosa hispanica,Trochosa,Lycosidae,cd_nom_alias,TRUE,NA,5,4,TRUE,araneae_pitfall
species:cdnom:458715,458715,Panamomops mutilus,Panamomops,Linyphiidae,NA,Panamomops mutilus,Panamomops,Linyphiidae,unmatched,FALSE,NA,3,2,TRUE,araneae_pitfall
species:cdnom:233734,233734,Pocadicnemis juncea,Pocadicnemis,Linyphiidae,233734,Pocadicnemis juncea,Pocadicnemis,Linyphiidae,cd_nom_alias,TRUE,NA,3,2,TRUE,araneae_pitfall
species:cdnom:902,902,Ero furcata,Ero,Mimetidae,902,Ero furcata,Ero,Mimetidae,cd_nom_alias,TRUE,NA,5,4,TRUE,araneae_pitfall
species:cdnom:233854,233854,Agraecina lineata,Agraecina,Liocranidae,233854,Agraecina lineata,Agraecina,Liocranidae,cd_nom_alias,TRUE,NA,1,0,FALSE,araneae_pitfall
species:cdnom:233401,233401,Zelotes fulvopilosus,Zelotes,Gphosidae,233401,Zelotes fulvopilosus,Zelotes,Gnaphosidae,cd_nom_alias,TRUE,NA,36,35,TRUE,araneae_pitfall
species:cdnom:1275,1275,Euryopis dentigera,Euryopis,Theridiidae,1275,Euryopis dentigera,Euryopis,Theridiidae,cd_nom_alias,TRUE,NA,5,4,TRUE,araneae_pitfall
species:cdnom:233607,233607,Lasiargus hirsutus,Lasiargus,Linyphiidae,233607,Lasiargus hirsutus,Lasiargus,Linyphiidae,cd_nom_alias,TRUE,NA,1,0,FALSE,araneae_pitfall
species:cdnom:1216,1216,Poecilochroa variana,Poecilochroa,Gphosidae,1216,Poecilochroa variana,Poecilochroa,Gnaphosidae,cd_nom_alias,TRUE,NA,7,6,TRUE,araneae_pitfall
species:cdnom:1176,1176,Drassodes pubescens,Drassodes,Gphosidae,1176,Drassodes pubescens,Drassodes,Gnaphosidae,cd_nom_alias,TRUE,NA,12,11,TRUE,araneae_pitfall
species:cdnom:1417,1417,Microlinyphia pusilla,Microlinyphia,Linyphiidae,1417,Microlinyphia pusilla,Microlinyphia,Linyphiidae,cd_nom_alias,TRUE,NA,2,1,TRUE,araneae_pitfall
species:cdnom:233425,233425,Zelotes talpinus,Zelotes,Gphosidae,233425,Zelotes talpinus,Zelotes,Gnaphosidae,cd_nom_alias,TRUE,NA,36,35,TRUE,araneae_pitfall
species:cdnom:233524,233524,Diplocephalus cristatus,Diplocephalus,Linyphiidae,233524,Diplocephalus cristatus,Diplocephalus,Linyphiidae,cd_nom_alias,TRUE,NA,13,12,TRUE,araneae_pitfall
species:cdnom:1264,1264,Episinus angulatus,Episinus,Theridiidae,1264,Episinus angulatus,Episinus,Theridiidae,cd_nom_alias,TRUE,NA,5,4,TRUE,araneae_pitfall
species:cdnom:1726,1726,Clubiona terrestris,Clubiona,Clubionidae,1726,Clubiona terrestris,Clubiona,Clubionidae,cd_nom_alias,TRUE,NA,26,25,TRUE,araneae_pitfall
species:cdnom:233285,233285,Harpactea lepida,Harpactea,Dysderidae,233285,Harpactea lepida,Harpactea,Dysderidae,cd_nom_alias,TRUE,NA,6,5,TRUE,araneae_pitfall
species:cdnom:233571,233571,Evansia merens,Evansia,Linyphiidae,233571,Evansia merens,Evansia,Linyphiidae,cd_nom_alias,TRUE,NA,1,0,FALSE,araneae_pitfall
species:cdnom:1336,1336,Robertus arundineti,Robertus,Theridiidae,1336,Robertus arundineti,Robertus,Theridiidae,cd_nom_alias,TRUE,NA,8,7,TRUE,araneae_pitfall
species:cdnom:233763,233763,Styloctetor romanus,Styloctetor,Linyphiidae,233763,Styloctetor romanus,Styloctetor,Linyphiidae,cd_nom_alias,TRUE,NA,2,1,TRUE,araneae_pitfall
species:cdnom:836053,836053,Styloctetor compar,Styloctetor,Linyphiidae,836053,Styloctetor compar,Styloctetor,Linyphiidae,cd_nom_alias,TRUE,NA,2,1,TRUE,araneae_pitfall
species:cdnom:233821,233821,Troxochrus scabriculus,Troxochrus,Linyphiidae,233821,Troxochrus scabriculus,Troxochrus,Linyphiidae,cd_nom_alias,TRUE,NA,1,0,FALSE,araneae_pitfall
species:cdnom:233856,233856,Apostenus fuscus,Apostenus,Liocranidae,233856,Apostenus fuscus,Apostenus,Liocranidae,cd_nom_alias,TRUE,NA,2,1,TRUE,araneae_pitfall
species:cdnom:1182,1182,Haplodrassus silvestris,Haplodrassus,Gphosidae,1182,Haplodrassus silvestris,Haplodrassus,Gnaphosidae,cd_nom_alias,TRUE,NA,15,14,TRUE,araneae_pitfall
species:cdnom:1874,1874,Hahnia pusilla,Hahnia,Hahniidae,1874,Hahnia pusilla,Hahnia,Hahniidae,cd_nom_alias,TRUE,NA,6,5,TRUE,araneae_pitfall
species:cdnom:233317,233317,Drassyllus lutetianus,Drassyllus,Gphosidae,233317,Drassyllus lutetianus,Drassyllus,Gnaphosidae,cd_nom_alias,TRUE,NA,5,4,TRUE,araneae_pitfall
species:cdnom:1753,1753,Zora spinimana,Zora,Miturgidae,1753,Zora spinimana,Zora,Miturgidae,cd_nom_alias,TRUE,NA,7,6,TRUE,araneae_pitfall
species:cdnom:233639,233639,Maso sundevalli,Maso,Linyphiidae,233639,Maso sundevalli,Maso,Linyphiidae,cd_nom_alias,TRUE,NA,2,1,TRUE,araneae_pitfall
species:cdnom:2092,2092,Heliophanus flavipes,Heliophanus,Salticidae,2092,Heliophanus flavipes,Heliophanus,Salticidae,cd_nom_alias,TRUE,NA,15,14,TRUE,araneae_pitfall
species:cdnom:778564,778564,Inermocoelotes inermis,Inermocoelotes,Agelenidae,778564,Inermocoelotes inermis,Inermocoelotes,Agelenidae,cd_nom_alias,TRUE,NA,1,0,FALSE,araneae_pitfall
species:cdnom:721833,721833,Mermessus denticulatus,Mermessus,Linyphiidae,NA,Mermessus denticulatus,Mermessus,Linyphiidae,unmatched,FALSE,NA,0,0,FALSE,araneae_pitfall
species:cdnom:1166,1166,Segestria bavarica,Segestria,Segestriidae,1166,Segestria bavarica,Segestria,Segestriidae,cd_nom_alias,TRUE,NA,5,4,TRUE,araneae_pitfall
species:cdnom:303987,303987,Pardosa oreophila,Pardosa,Lycosidae,303987,Pardosa oreophila,Pardosa,Lycosidae,cd_nom_alias,TRUE,NA,39,38,TRUE,araneae_pitfall
species:cdnom:233349,233349,Micaria aenea,Micaria,Gphosidae,233349,Micaria aenea,Micaria,Gnaphosidae,cd_nom_alias,TRUE,NA,21,20,TRUE,araneae_pitfall
species:cdnom:458721,458721,Pardosa pyrenaica,Pardosa,Lycosidae,NA,Pardosa pyrenaica,Pardosa,Lycosidae,unmatched,FALSE,NA,39,38,TRUE,araneae_pitfall
species:cdnom:1928,1928,Pardosa monticola,Pardosa,Lycosidae,1928,Pardosa monticola,Pardosa,Lycosidae,cd_nom_alias,TRUE,NA,39,38,TRUE,araneae_pitfall
species:cdnom:233360,233360,Nomisia exornata,Nomisia,Gphosidae,233360,Nomisia exornata,Nomisia,Gnaphosidae,cd_nom_alias,TRUE,NA,3,2,TRUE,araneae_pitfall
species:cdnom:1478,1478,Ostearius melanopygius,Ostearius,Linyphiidae,NA,Ostearius melanopygius,Ostearius,Linyphiidae,unmatched,FALSE,NA,0,0,FALSE,araneae_pitfall
species:cdnom:1235,1235,Zodarion elegans,Zodarion,Zodariidae,1235,Zodarion elegans,Zodarion,Zodariidae,cd_nom_alias,TRUE,NA,14,13,TRUE,araneae_pitfall
species:cdnom:302801,302801,Callilepis schuszteri,Callilepis,Gphosidae,302801,Callilepis schuszteri,Callilepis,Gnaphosidae,cd_nom_alias,TRUE,NA,3,2,TRUE,araneae_pitfall
species:cdnom:806880,806880,Agyneta fuscipalpa,Agyneta,Linyphiidae,806880,Agyneta fuscipalpa,Agyneta,Linyphiidae,cd_nom_alias,TRUE,NA,21,20,TRUE,araneae_pitfall
species:cdnom:2095,2095,Heliophanus tribulosus,Heliophanus,Salticidae,2095,Heliophanus tribulosus,Heliophanus,Salticidae,cd_nom_alias,TRUE,NA,15,14,TRUE,araneae_pitfall
species:cdnom:2051,2051,Saitis barbipes,Saitis,Salticidae,2051,Saitis barbipes,Saitis,Salticidae,cd_nom_alias,TRUE,NA,1,0,FALSE,araneae_pitfall
species:cdnom:233953,233953,Thanatus atratus,Thanatus,Philodromidae,233953,Thanatus atratus,Thanatus,Philodromidae,cd_nom_alias,TRUE,NA,11,10,TRUE,araneae_pitfall
species:cdnom:928332,928332,Psammitis ninnii,Psammitis,Thomisidae,928332,Psammitis ninnii,Psammitis,Thomisidae,cd_nom_alias,TRUE,NA,3,2,TRUE,araneae_pitfall
species:cdnom:234205,234205,Zodarion rubidum,Zodarion,Zodariidae,234205,Zodarion rubidum,Zodarion,Zodariidae,cd_nom_alias,TRUE,NA,14,13,TRUE,araneae_pitfall
species:cdnom:233389,233389,Zelotes atrocaeruleus,Zelotes,Gphosidae,233389,Zelotes atrocaeruleus,Zelotes,Gnaphosidae,cd_nom_alias,TRUE,NA,36,35,TRUE,araneae_pitfall
species:cdnom:233533,233533,Diplocephalus picinus,Diplocephalus,Linyphiidae,233533,Diplocephalus picinus,Diplocephalus,Linyphiidae,cd_nom_alias,TRUE,NA,13,12,TRUE,araneae_pitfall
species:cdnom:1873,1873,Hahnia helveola,Hahnia,Hahniidae,1873,Hahnia helveola,Hahnia,Hahniidae,cd_nom_alias,TRUE,NA,6,5,TRUE,araneae_pitfall
species:cdnom:233505,233505,Ceratinella scabrosa,Ceratinella,Linyphiidae,233505,Ceratinella scabrosa,Ceratinella,Linyphiidae,cd_nom_alias,TRUE,NA,4,3,TRUE,araneae_pitfall
species:cdnom:233833,233833,Walckenaeria cucullata,Walckenaeria,Linyphiidae,233833,Walckenaeria cucullata,Walckenaeria,Linyphiidae,cd_nom_alias,TRUE,NA,25,24,TRUE,araneae_pitfall
species:cdnom:233868,233868,Alopecosa barbipes,Alopecosa,Lycosidae,233868,Alopecosa barbipes,Alopecosa,Lycosidae,cd_nom_alias,TRUE,NA,14,13,TRUE,araneae_pitfall
species:cdnom:457299,457299,Mecopisthes peusi,Mecopisthes,Linyphiidae,457299,Mecopisthes peusi,Mecopisthes,Linyphiidae,cd_nom_alias,TRUE,NA,4,3,TRUE,araneae_pitfall
species:cdnom:233502,233502,Centromerus serratus,Centromerus,Linyphiidae,233502,Centromerus serratus,Centromerus,Linyphiidae,cd_nom_alias,TRUE,NA,26,25,TRUE,araneae_pitfall
species:cdnom:233633,233633,Macrargus rufus,Macrargus,Linyphiidae,233633,Macrargus rufus,Macrargus,Linyphiidae,cd_nom_alias,TRUE,NA,2,1,TRUE,araneae_pitfall
species:cdnom:806878,806878,Agyneta affinis,Agyneta,Linyphiidae,806878,Agyneta affinis,Agyneta,Linyphiidae,cd_nom_alias,TRUE,NA,21,20,TRUE,araneae_pitfall
